,text,n_tokens
413,"웹스퀘어 컴포넌트에서는 trigger, unbind, visible, class, frameModal, id, initScript, postScript, processMsgFrame, scope, scopeExternal, src, tabIndex, tagname, tooltip, tooltipLocaleRef, userData1, userData2, userData3 등의 속성과 이벤트를 사용할 수 있다. addClass, bind, changeClass, focus 등의 메소드를 사용하여 컴포넌트에 CSS class를 추가하거나 이벤트와 핸들러 함수를 할당하고, 컴포넌트의 class를 변경하거나 포커스를 줄 수 있다. 이때, config.xml 파일에서 설정을 추가하여 컴포넌트의 class 속성에 직접 정의된 class를 삭제할 수 있다.",198
414,"getDisabled( ) : 웹스퀘어 컴포넌트의 disabled 속성 값을 반환하는 함수.
getGenerator( ) : 컴포넌트가 Generator에 의해 생성된 경우, 자신을 생성한 부모 Generator 객체를 반환하는 함수.
getID( ) : 웹스퀘어 컴포넌트의 ID를 반환하는 함수.
getInitStyle( CSS ) : 컴포넌트의 초기 스타일을 반환하는 함수. initStyle 속성을 true로 설정한 컴포넌트만 유효하게 동작한다.
getObj( id ) : WFrame 내부의 화면 페이지에서 주어진 ID에 해당하는 객체를 반환하는 함수.
getObjList( ) : WFrame 내부에 포함된 객체의 ID 목록을 배열 형태로 반환하는 함수.
getOpacity( ) : 웹스퀘어 컴포넌트의 불투명도를 반환하는 함수. 엔진 내부적으로 CSS의 opacity 속성 값을 반환한다.
getOriginalID( ) : 웹스퀘어 컴포넌트의 originalID를 반환하는 함수. scope=""true""인 WFrame를 사용할 경우, WFrame 내부의 컴포넌트 ID는 원래 사용자가 정의한 값(originalID) 앞에 prefix(wframeID + ""_"")가 추가되는 방식으로 변경된다.
getParentFrame( ) : WFrame 중첩 구조에서 자신의 부모 WFrame 객체를 찾아 반환하는 함수.
getPluginName( ) : 웹스퀘어 컴포넌트의 이름(pluginName)을 반환하는 함수.
getPosition( positionName ) : 웹스퀘어 컴포넌트의 위치(left, top)를 반환하는 함수. 위치 값이 %로 설정된 경우, 픽셀로 변환된 값을 반환한다.
getReadOnly( ) : 웹스퀘어 컴포넌트의 readOnly 속성 값을 반환하는 함수.
getScope( ) : scope=""true""인 WFrame의 자식 컴포넌트인 경우, 부모 WFrame 객체를 반환하는 함수.
getScopeWindow( ) : scope=""true""인 WFrame의 자식 컴포넌트인 경우, 부모 WFrame 객체의 scope 객체를 반환하는 함수. scope=""true""인 WFrame의 자식 컴포넌트가 아닌 경우, 전역 window 객체를 반환한다.
getSize( sizeName ) : 웹스퀘어 컴포넌트의 크기(width, height)를 반환하는 함수. %로 설정된 경우, 픽셀로 변환된 값을 반환한다.
getSrc( ) : src 속성 값을 반환하는 함수. (현재 설정된 화면 페이지(XML)의 경로)
getStyle( propertyName ) : 웹스퀘어 컴포넌트의 CSS 속성 값을 반환하는 함수.",718
415,"웹스퀘어 컴포넌트의 공통 함수들을 설명하는 문서입니다. 각 함수들은 다양한 파라미터와 반환 타입을 가지고 있으며, 예제 코드를 통해 사용 방법을 보여줍니다. 함수들은 CSS 속성 값 반환, 컴포넌트 title 속성 값 반환, UDC 파일 경로 반환, 사용자 데이터 반환, 컴포넌트 숨김, 클래스 삭제, disabled 속성 설정, 이벤트 중단, 초기 스타일 복구, WFrame mode 속성 설정, 불투명도 설정, 위치 설정, readOnly 속성 설정, 크기 설정 등이 있습니다.",187
416,"웹스퀘어 컴포넌트의 공통적인 함수들에 대한 설명이다. setSize 함수는 컴포넌트의 width와 height 값을 설정하며, setSrc 함수는 해당 컴포넌트의 src 값을 설정한다. setStyle 함수는 CSS 속성을 설정하며, setUserData 함수는 컴포넌트에 임의의 데이터를 설정한다. show 함수는 CSS display 속성을 설정하여 컴포넌트를 화면에 표시하며, toggleClass 함수는 특정 class를 추가하거나 제거한다. trigger 함수는 컴포넌트에서 특정 이벤트를 발생시키며, unbind 함수는 이벤트를 제거한다. visible 함수는 CSS visibility 속성을 설정하여 컴포넌트를 화면에 표시하거나 숨긴다. 그러나 이 함수는 deprecated 되었으며, show/hide 혹은 setStyle 함수를 사용하는 것이 권장된다.",270
417,"WebSquare.uiplugin.tableLayout.tr은 HTML의 class 속성과 동일한 기능을 제공하며, CSS 파일이나 style 블록에 정의한 여러 개의 class를 공백으로 구분하여 적용할 수 있습니다. 또한, 각 컴포넌트 별로 지정된 class를 적용하나, class 속성을 이용하여 컴포넌트의 CSS를 제어할 수 있습니다. 컴포넌트 ID는 전역 객체로 할당되며, Script에서 해당 컴포넌트에 접근 가능합니다. 이외에도 다양한 Property와 Method가 제공됩니다.",176
418,"WebSquare.uiplugin.checkbox는 HTML <input> 태그의 type=""checkbox""와 동일하게 작동하며, 사용자는 두 개 이상의 항목을 선택할 수 있습니다. appearance, class, cols, disabled, displaymessage, enableColumn, enableColumnFalseValue, escape, falseValue, id, ignoreTabIndex, invalidMessage, invalidMessageFunc, itemTagname, mandatory, nextTabID, ref, refInitSync, renderType, rows, selectedindex, separator, tabIndex, tagname, title, tooltip, tooltipClass, tooltipDisplay, tooltipFormatter, tooltipItemLabel, tooltipLocaleRef, tooltipShowAlways, tooltipTime, useCheckboxTitle, useItemLocale, useLocale, userData1, userData2, userData3, validator, value, visibleColumn, visibleColumnFalseValue 등의 속성을 제공합니다. 이 컴포넌트는 onchange, oncheckboxclick, onlabelclick, onviewchange 등의 이벤트를 발생시키며, addClass, addItem, bind, changeClass, checkAll, click, deleteItem, focus, getDataListInfo, getDisabled, getGenerator, getID, getInitStyle, getItemCount, getItemDisabled, getNextTabID, getOpacity, getOriginalID, getPluginName, getPosition, getScope, getScopeWindow, getSelectedIndex, getSize, getStyle, getText, getTitle, getUdcHome, getUdcRoot, getUserData, setValue, hasClass, hide, removeAll, removeClass 등의 메서드를 제공합니다.",336
419,"웹스퀘어 컴포넌트의 다양한 기능들을 설명하는데, reset() 함수는 모든 선택 항목의 체크를 해제하는 기능이고, setDisabled(disabled) 함수는 컴포넌트의 disabled 속성을 설정하는 기능입니다. setEnableColumn(columnId, enableColumnFalseValue) 함수는 enableColumn 속성을 동적으로 설정하는 기능이며, setInitStyle(property) 함수는 컴포넌트의 초기 스타일을 복구하는 기능입니다. setItemDisabled(index, flag) 함수는 주어진 index에 해당하는 항목의 disabled 속성을 설정하는 기능이고, setNextTabID(componentID, componentScope) 함수는 nextTabID 속성을 설정하는 기능입니다. setSelectedIndex(index) 함수는 주어진 인덱스에 해당하는 항목을 선택/해제(토글링)하는 작업을 수행하는 기능입니다. setSize(width, height) 함수는 웹스퀘어 컴포넌트의 크기(width, height)를 설정하는 기능이며, setStyle(propertyName, value) 함수는 웹스퀘어 컴포넌트의 CSS 속성을 설정하는 기능입니다. setValue(value) 함수는 파라메터로 넘어온 값에 해당하는 선택 항목을 선택하는 기능입니다. show(displayType) 함수는 웹스퀘어 컴포넌트를 화면에 표시하는 기능입니다. toggleClass(className) 함수는 웹스퀘어 컴포넌트에서 특정 class를 제거하거나 추가하는 기능입니다. trigger(type, array) 함수는 컴포넌트에서 특정 이벤트를 발생시키는 기능입니다. unbind(type, function) 함수는 컴포넌트에서 이벤트를 제거하는 기능입니다. validate() 함수는 컴포넌트의 유효성 관련 속성값을 통해 유효성 검사를 실행하는 기능입니다. visible(flag) 함수는 컴포넌트의 visible 속성을 설정하는 기능입니다. appearance 속성은 선택 항목 표현 방식을 설정하는 기능이며, class 속성은 HTML의 class 속성과 동일한 기능을 제공합니다. disabled 속성은 컴포넌트 비활성 여부를 설정하는 기능이며, displaymessage 속성은 validate API의 검증 결과가 실패일 경우 결과 메세지를 표시할지 여부를 설정하는 기능입니다. enableColumn 속성은 선택 항목 목록에서 특정 항목을 disable 처리하는 기능을 제공하며, falseValue 속성은 어떤 항목도 선택되지 않았을 때의 value를 설정하는 기능입니다. ref 속성은 DataCollection과 연동시 사용되며, nextTabID 속성은 Tab 키로 이동할 경우 선택되는 컴포넌트의 ID를 설정하는 기능입니다.",782
420,"refInitSync 속성은 ref의 초기값을 설정하는데 사용되며, true로 설정할 경우 falseValue로 초기화되고, false로 설정할 경우 빈 값으로 초기화된다. renderType 속성은 컴포넌트를 브라우저에 렌더링할 때 사용할 레이아웃 구조를 설정하는데, table, native, checkboxgroup 중 하나를 선택할 수 있다. rows 속성은 선택 항목을 표시할 열의 수를 설정하며, selectedindex 속성은 초기 선택될 항목의 인덱스를 설정한다. separator 속성은 선택된 항목들이 여러 개인 경우 구분자로 사용할 문자를 설정한다. tabIndex 속성은 Tab 키를 이용하여 포커스를 변경할 경우, 해당 컴포넌트에 포커스를 주는 순서를 설정한다. tagname 속성은 renderType이 checkboxgroup일 때, 렌더링 될 객체의 tagname을 설정한다. title 속성은 HTML의 title 속성과 동일하며, tooltip 속성은 사용자가 컴포넌트에 마우스 오버할 때 표시되는 텍스트를 설정한다. tooltipClass 속성은 툴팁에 적용할 스타일 class를 설정하며, tooltipDisplay 속성은 사용자가 선택한 값에 대한 툴팁 표시 여부를 설정한다. tooltipFormatter 속성은 tooltipDisplay가 true일 때, 툴팁 내용을 변경할 사용자 함수명을 설정한다. useCheckboxTitle 속성은 웹 접근성을 위해 checkbox의 항목에 title의 표시 여부를 설정하며, useItemLocale 속성은 아이템 목록 다국어 사용 여부를 설정한다. validator 속성은 유효성 체크 함수 이름을 설정하며, value 속성은 renderType이 native일 때, value 값으로 사용될 문자열을 설정한다. visibleColumn 속성은 선택 항목 목록에서 특정 항목을 감추는 기능을 설정하며, onchange 이벤트는 사용자가 항목을 선택/변경하거나 API를 이용하여 value를 설정할 경우 발생한다.",585
421,"체크박스 컴포넌트의 메서드와 이벤트에 대한 설명이다. addClass()는 CSS 클래스를 추가하고, addItem()은 선택 항목을 추가한다. bind()는 이벤트와 핸들러 함수를 동적으로 할당하며, changeClass()는 CSS 클래스를 변경한다. checkAll()은 모든 항목을 선택하거나 해제하고, click()은 항목을 클릭하여 선택/해제한다. deleteItem()은 주어진 인덱스에 해당하는 항목을 삭제하고, getDataListInfo()는 컴포넌트와 바인딩된 DataList를 반환한다. getDisabled()는 컴포넌트의 disabled 속성 값을 반환하며, getGenerator()는 부모 Generator 객체를 반환한다. getID()는 컴포넌트의 ID를 반환하고, getItemCount()는 선택 항목 개수를 반환한다. getItemDisabled()는 주어진 인덱스에 해당하는 항목의 disabled 설정을 반환하며, getNextTabID()는 nextTabID 속성의 설정 값을 반환한다. getOpacity()는 컴포넌트의 불투명도를 반환하고, getOriginalID()는 originalID를 반환한다.",316
422,"WFrame의 scope=""true"" 속성을 사용하면, 컴포넌트 ID는 prefix(wframeID + ""_"")가 추가된 형태로 변경됩니다. 이때, getID() 메소드는 prefix가 추가된 ID를 반환하고, getOriginalID() 메소드는 prefix가 추가되기 전의 원래 ID를 반환합니다. getPluginName() 메소드는 웹스퀘어 컴포넌트의 이름을 반환합니다. getPosition() 메소드는 웹스퀘어 컴포넌트의 위치를 반환하며, getSize() 메소드는 웹스퀘어 컴포넌트의 크기를 반환합니다. getStyle() 메소드는 웹스퀘어 컴포넌트의 CSS 속성 값을 반환하며, getTitle() 메소드는 웹스퀘어 컴포넌트의 title 속성 값을 반환합니다. getScope() 메소드는 scope=""true""인 WFrame의 부모 WFrame 객체를 반환하며, getScopeWindow() 메소드는 scope=""true""인 WFrame의 부모 WFrame 객체 또는 전역 window 객체를 반환합니다. getSelectedIndex() 메소드는 선택된 항목의 인덱스를 반환하며, getText() 메소드는 선택된 항목의 label을 반환합니다. getUdcHome() 메소드는 UDC 객체가 자신을 정의한 UDC 파일 경로를 반환하며, getUdcRoot() 메소드는 UDC 객체가 자신을 정의한 UDC 파일 경로를 파일명을 제외한 경로만 반환합니다. getUserData() 메소드는 웹스퀘어 컴포넌트에 설정한 key의 value를 반환합니다.",440
423,"input1.setUserData(""valueTest"",""WebSquare""); // setTest 값을 반환하는 예제
input1.getUserData(""WebSquare""); // 반환 값: ""WebSquare""
getValue( separator ) // 선택된 항목의 value를 반환. separator를 사용하여 반환됨.
Parameter: separator (String, N) - 항목 구분자
Return: String - 선택된 항목의 value가 담긴 문자열
Sample
var returnValue = checkbox1.getValue(); // 반환 값: ""1 3""
hasClass( className ) // 웹스퀘어 컴포넌트가 특정 class를 포함하고 있는지 확인.
Parameter: className (String, Y) - 검색할 class 이름
Return: Boolean - class의 포함 여부
Sample
var returnValue = input1.hasClass(""tmpInputClass""); // 반환 값: true
hide( ) // 웹스퀘어 컴포넌트를 화면에서 숨김.
Sample
componentId.hide();
emoveAll( ) // 모든 선택 항목을 삭제.
Sample
checkbox1.removeAll();
emoveClass( className ) // 웹스퀘어 컴포넌트에서 class를 삭제.
Parameter: className (String, Y) - 삭제 할 class명
Sample
input1.removeClass(""tmpInputClass"");
eset( ) // 모든 선택 항목의 체크를 해제.
Sample
checkbox1.reset();
setDisabled( disabled ) // 컴포넌트의 disabled 속성을 설정.
Parameter: disabled (Boolean, Y) - disabled 상태
Sample
componentId.setDisabled(true);
setEnableColumn( columnId , enableColumnFalseValue ) // enableColumn 속성을 동적으로 설정.
Parameter: columnId (String, Y) - enableColumn으로 설정할 컬럼의 ID
enableColumnFalseValue (String, N) - 목록을 disable 시키기 위한 조건에 해당하는 값
Sample
checkbox1.setEnableColumn(col3, false);
setEventPause( evList , flag ) // 지정한 이벤트를 중단함.
Parameter: evList (String, N) - 중단할 이벤트 목록
flag (Boolean, Y) - 이벤트 중단 여부
Sample
input1.setEventPause(""onclick"", true);
setInitStyle( property ) // 컴포넌트의 초기 스타일을 복구한다.
Parameter: property (String, N) - CSS 속성
Sample
group1.setInitStyle();
setItemDisabled( index , flag ) // 주어진 index에 해당하는 항목의 disabled 속성을 설정.
Parameter: index (Number, Y) - 항목의 index
flag (Boolean, Y) - disabled 상태
Sample
checkbox1.setItemDisabled(0, true);
setNextTabID( componentID , componentScope ) // nextTabID 속성을 설정.
Parameter: componentID (String, Y) - nextTabID로 설정할 컴포넌트의 ID
componentScope (String, N) - nextTabID로 설정할 컴포넌트의 scope
Sample
checkbox1.setNextTabID(""input2"", ""wframe1"");
setNodeSet( nodeset , label , value ) // 선택 항목 목록을 설정.
Parameter: nodeset (String, Y) - DataList의 ID
label (String, N) - label로 설정할 컬럼의 ID
value (String, N) - value로 설정할 컬럼의 ID
Sample
checkbox1.setNodeSet('data:dataList1','lbl','code');
setOpacity( value ) // 웹스퀘어 컴포넌트의 불투명도를 설정.
Parameter: value (Number, Y) - Opacity 값 (0과 1 사이의 실수)
Sample
componentId.setOpacity(0.45);
setPosition( left , top , mode ) // 웹스퀘어 컴포넌트의 위치(left, top)를 설정.
Parameter: left (Number, Y) - 설정할 left 위치 값 또는 null
top (Number, Y) - 설정할 top 위치 값 또는 null
mode (String, N) - 위치 설정 방법. [default: absolute, delta]
Sample
componentId.setPosition(null, 100);
setRef( path ) // ref 속성을 설정.
Parameter: path (String, Y) - 설정할 ref의 경로
Sample
checkbox1.setRef(""data:dataMap1.hobby"");
setSelectedIndex( index ) // 주어진 인덱스에 해당하는 항목을 선택/해제(토글링)하는 작업을 수행.
Parameter: index (Number, Y) - 항목의 인덱스
Sample
checkbox1.setSelectedIndex(0);",1098
424,"checkbox1.setSelectedIndex(0); : 체크박스의 선택 항목 중 첫 번째 항목을 선택하는 코드입니다.
setSize(width, height) : 웹스퀘어 컴포넌트의 크기를 설정하는 코드입니다. width와 height는 각각 컴포넌트의 너비와 높이를 나타냅니다.
setStyle(propertyName, value) : 웹스퀘어 컴포넌트의 CSS 속성을 설정하는 코드입니다. propertyName은 설정할 CSS 속성의 이름을, value는 해당 속성에 적용할 값을 나타냅니다.
setUserData(key, value) : 웹스퀘어 컴포넌트에 임의의 데이터를 설정하는 코드입니다. key는 설정할 데이터의 이름을, value는 해당 데이터의 값을 나타냅니다.
setValue(value) : 체크박스에서 선택 항목을 설정하는 코드입니다. value에는 선택할 항목의 값이 들어갑니다.
setVisibleColumn(columnId, visibleColumnFalseValue) : 웹스퀘어 컴포넌트에서 특정 컬럼을 감추거나 보이게 하는 코드입니다. columnId는 감추거나 보이게 할 컬럼의 ID를, visibleColumnFalseValue는 해당 컬럼을 감추기 위한 조건에 해당하는 값을 나타냅니다.
show(displayType) : 웹스퀘어 컴포넌트를 화면에 표시하는 코드입니다. displayType은 적용할 CSS display 속성의 값을 나타냅니다.
toggleClass(className) : 웹스퀘어 컴포넌트에서 특정 class를 추가하거나 제거하는 코드입니다. className은 추가하거나 제거할 class의 이름을 나타냅니다.
trigger(type, array) : 웹스퀘어 컴포넌트에서 특정 이벤트를 발생시키는 코드입니다. type은 발생시킬 이벤트의 이름을, array는 이벤트 핸들러에 전달할 파라미터 배열을 나타냅니다.
unbind(type, function) : 웹스퀘어 컴포넌트에서 이벤트를 제거하는 코드입니다. type은 제거할 이벤트의 이름을, function은 제거할 이벤트 핸들러 함수를 나타냅니다.
unbindRef() : ref 바인딩을 해제하는 코드입니다.
validate() : 컴포넌트의 유효성을 검사하는 코드입니다. mandatory, displaymessage 등의 속성값을 통해 검사를 실행합니다.
validateObject() : 컴포넌트의 유효성을 검사하는 코드입니다. validate와 마찬가지로 mandatory, displaymessage 등의 속성값을 통해 검사를 실행하며, 검사 결과를 객체로 반환합니다.
visible(flag) : 컴포넌트를 보이거나 숨기는 코드입니다. 이 코드는 deprecated되었으며, show/hide 혹은 setStyle 사용을 권장합니다.",802
425,"Trigger는 type에 따라 이미지 형태의 버튼과 button 형태로 사용할 수 있으며, HTML에서 <input> 태그의 type=button과 유사한 인터페이스를 제공하는 컨트롤로 특정 Action과 컨트롤을 연계할 때 주로 사용됩니다. Property에서는 centerOffImageClass, centerOnImageClass, leftOffImageClass, leftOnImageClass, rightOffImageClass, rightOnImageClass 등의 class명을 입력하여 이미지의 스타일을 변경할 수 있습니다. 또한, type 속성을 button, image, anchor 중 선택하여 Trigger 표현 방법을 정의할 수 있습니다. Trigger 컴포넌트를 그린 뒤 Property에서 type을 button으로 설정하면 input type=”button”으로 파싱됩니다. 단일 이미지의 trigger인 경우 leftOfIimageClass, leftOnImageClass에만 class 적용시 단일이미지 처리가 가능합니다.",246
426,"Property view에서 Class명을 입력하여 trigger 컴포넌트를 스타일링할 수 있습니다. 단일 클래스이면서 단일 이미지를 사용하는 trigger인 경우, btnsmallsearch 클래스에 w2trigger_label 스타일을 추가해야 합니다. 단일 클래스의 trigger인 경우, button type으로 사용하는 것을 권장하며, trigger를 이용한 동적 라벨 길이의 변동시 처리 방법은 Group으로 감싸기를 선택하여 해결할 수 있습니다. disabled 일 때의 css 처리는 w2trigger_disabled 클래스명에 스타일을 주어 해결할 수 있습니다. CSS Overriding을 할 때는 주의해야 하며, type 속성을 이미지로 설정할 경우 table로 파싱되므로 새로운 class명을 주어 input 스타일을 변경하는 것이 권장됩니다.",227
427,"TreeView는 계층 구조를 가지는 데이터를 Tree 형태로 출력하는 컴포넌트입니다. accessibility 속성을 지원하며, JAWS 11 이상의 버전에서만 지원됩니다. 각 노드에 checkbox와 image(icon)를 넣을 수 있으며, 마우스의 Drag&Drop을 이용하여 Data(노드)를 주고 받을 수 있습니다. TreeView 구조는 div Tag와 복합 Tag를 이용하여 표현됩니다. TreeView의 속성 중 일부는 accessibility, alwaysDraw, checkAllChildNodes, customFormatter, dataType, defaultImage, dynamicAppend, expandedImage, hierarchy, labelclass, lineShow, scrollFix, showCheckbox, showTreeDepth, tabIndex, toggleButtonEvent, toggleEvent, toolTip, tooltipClass, tooltipDisplay, tooltipFormatter, tooltipGroupClass, tooltipShowAlways, tooltipTime, useDrag, useHierarchySelect 등이 있습니다. TreeView의 class를 wq_tvw로 지정하면, 해당 class를 이용하여 스타일을 변경할 수 있습니다. TreeView의 구조는 div.w2treeview, div.w2treeview_group, table.w2treeview_open_child, table.w2treeview_close_child, table.w2treeview_notleaf, tr.w2treeview_row_depth1, td.w2treeview_col_icon_nav, div.w2treeview_icon_navi, td.w2treeview_none, td.w2treeview_col_label, span.w2treeview_label, tr.w2treeview_row_child, td.w2treeview_row_depth1, div.w2treeview_child, table.w2treeview_open_child, table.w2treeview_close_child, table.w2treeview_notleaf, tr.w2treeview_row_depth2, td.w2treeview_col_icon_nav, td.w2treeview_none, td.w2treeview_col_label, span.w2treeview_label 등으로 구성됩니다.",422
428,"해당 깊이(depth)의 요소를 찾아서 스타일을 적용하는 방법은 다음과 같습니다. 또한, 해당 구조를 참고하여 class를 반복하여 스타일을 오버라이드할 수도 있습니다.
적용 예1) Depth2의 아이콘 변경 시
tr.w2treeview_row_depth2 div.w2treeview_icon_navi {background}
div.w2treeview_icon_navi div.w2treeview_icon_navi {background}
적용 예2) Depth3와 다음에 올 Depth2과의 간격 벌이기
div.w2treeview_child div.w2treeview_child {margin-bottom}",161
429,"WebSquare.uiplugin.fwFunnelChart는 퓨전 퍼넬 차트 중 하나로, 깔대기형 차트를 제공합니다. FusionWidgets의 데이터는 실제 차트에 보여줄 값과 스타일 옵션들이 하나로 결합되어 있습니다. WebSquare5는 차트를 쉽게 Customizing 할 수 있도록 API를 지원하며, 각 차트에 대한 자세한 내용은 FusionCharts 공식 홈페이지에서 확인 가능합니다. 이 컴포넌트는 accessibility, id, labelNode, plotColor, ref, seriesColumns, seriesNode, seriesType, valueNode 등의 속성을 가지며, addClass, bind, changeClass, exportJSChart, fc, focus, getChartAttribute, getDataListInfo, getDisabled, getGenerator, getID, getInitStyle, getJSONData, getOpacity, getOriginalID, getPluginName, getPosition, getReadOnly, getScope, getScopeWindow, getSize, getStyle, getStyleValue, getSVGString, getTitle, getUdcHome, getUdcRoot, getUserData, hasClass, hide, removeClass, setAccessibility, setChartAttribute, setChartColumnRef, setChartColumnSimpleRef, setDisabled, setEventPause, setInitStyle, setJSONData, setOpacity, setPlotColor, setPosition, setReadOnly, setSize, setStyle, setUserData, show, toggleClass, trigger, unbind, visible 등의 메소드를 가지고 있습니다.",356
430,"addClass( className ) : 컴포넌트에 CSS class를 추가합니다.
bind( eventType , function ) : 컴포넌트에 이벤트와 핸들러 함수를 동적으로 할당합니다.
changeClass( oldClassName , newClassName ) : 웹스퀘어 컴포넌트의 class를 변경합니다.
exportJSChart( ) : javascript로 렌더링된 fwFunnelChart를 jpg,png,pdf형식으로 export하는 함수입니다.
focus( ) : 웹스퀘어 컴포넌트에 포커스를 줍니다.
getChartAttribute( name ) : fwFunnelChart의 attribute값을 반환합니다.
getDataListInfo( ) : 컴포넌트와 바인딩된 DataList를 반환합니다.
getDisabled( ) : 현재 웹스퀘어 컴포넌트에 설정된 disabled 속성 값을 반환합니다.
getGenerator( ) : 컴포넌트가 Generator에 의해 생성된 경우, 자신을 생성한 부모 Generator 객체를 반환합니다.
getID( ) : 웹스퀘어 컴포넌트의 ID를 반환합니다.
getInitStyle( CSS ) : 컴포넌트의 초기 스타일을 반환합니다.
getJSONData( ) : fwFunnelChart의 차트데이터를 JSON객체를 반환합니다.
getOpacity( ) : 웹스퀘어 컴포넌트의 불투명도를 반환합니다.
getOriginalID( ) : 웹스퀘어 컴포넌트의 originalID를 반환합니다.
getPluginName( ) : 웹스퀘어 컴포넌트의 이름(pluginName)을 반환합니다.
getPosition( positionName ) : 웹스퀘어 컴포넌트의 위치(left, top)를 반환합니다.
getReadOnly( ) : 현재 웹스퀘어 컴포넌트에 설정된 readOnly 속성 값을 반환합니다.
getScope( ) : scope=""true""인 WFrame의 자식 컴포넌트인 경우, 부모 WFrame 객체를 반환합니다.
getScopeWindow( ) : scope=""true""인 WFrame의 자식 컴포넌트인 경우, 부모 WFrame 객체를 반환합니다.",566
431,"웹스퀘어 컴포넌트의 다양한 기능들을 설명하는 문서입니다. 각 함수들은 해당 컴포넌트의 속성 값을 반환하거나 설정하는 역할을 합니다. 예를 들어, getSize 함수는 컴포넌트의 크기 값을 반환하며, setDisabled 함수는 컴포넌트의 disabled 속성을 설정합니다. 이 외에도, getStyle 함수는 CSS 속성 값을 반환하며, hasClass 함수는 특정 class를 포함하는지 여부를 확인합니다. 이 문서를 참고하여 웹스퀘어 컴포넌트를 보다 효율적으로 사용할 수 있습니다.",190
432,"initStyle 속성을 true로 설정한 컴포넌트만 유효하게 동작한다. fwFunnelChart의 차트 데이터를 변경하려면 setJSONData(json)을 사용한다. 웹스퀘어 컴포넌트의 불투명도를 설정하려면 setOpacity(value)를 사용한다. 차트의 dataplot 색상을 지정하려면 setPlotColor(colorArr)를 사용한다. 웹스퀘어 컴포넌트의 위치를 설정하려면 setPosition(left, top, mode)를 사용한다. readOnly 속성을 설정하려면 setReadOnly(readOnly)를 사용한다. 웹스퀘어 컴포넌트의 크기를 설정하려면 setSize(width, height)를 사용한다. CSS 속성을 설정하려면 setStyle(propertyName, value)를 사용한다. 웹스퀘어 컴포넌트에 임의의 데이터를 설정하려면 setUserData(key, value)를 사용한다. 웹스퀘어 컴포넌트를 화면에 표시하려면 show(displayType)를 사용한다. 특정 class를 제거하거나 추가하려면 toggleClass(className)를 사용한다. 이벤트를 발생시키려면 trigger(type, array)를 사용한다. 이벤트를 제거하려면 unbind(type, function)를 사용한다. CSS visibility 속성을 설정하려면 visible(flag)를 사용한다.",382
433,"2. 다국어 설정 가이드2.1 클라이언트 다국어설명
WebSquare 페이지가 로드된 후 브라우저의 언어를 인식하여 해당 언어의 스크립트 파일을 참조하여 다국어 변환을 수행합니다. 쿠키에 설정된 언어코드가 있는 경우 브라우저의 언어 설정보다 우선합니다. 다국어로 표현할 값을 KEY : VALUE 형태의 Array 형식으로 작성하고, 다국어 치환에 사용되는 KEY는 모든 언어가 동일한 값을 사용합니다. config.xml 설정 파일에 아래와 같이 언어팩 관련 설정을 추가하고, 각 컴포넌트에 useLocale=""true"" 설정을 추가한 후, 언어 별로 정의된 KEY 값을 localeRef 속성으로 설정하여 다국어를 지원합니다. 선택 항목을 각 언어 파일에 정의된 KEY 값으로 표시하고, chooseOption=""true""인 경우, 해당 chooseOption 텍스트도 chooseOptionLabelLocaleRef 속성을 설정하여 다국어로 표시할 수 있습니다.",307
434,"웹스퀘어에서는 useLocale 속성과 tooltipLocaleRef 속성을 사용하여 다국어를 지원합니다. SelectBox에서는 chooseOption과 allOption을 선택할 수 있으며, 각 언어 파일에는 chooseOptionLabelLocaleRef로 지정할 KEY에 대한 각 언어 별 텍스트를 정의합니다. tooltipLocaleRef 속성을 사용하여 툴팁을 다국어로 표시할 수 있으며, 각 언어 파일에는 tooltipLocaleRef로 지정할 KEY에 대한 각 언어 별 텍스트를 정의합니다. 서버에서는 Properties 파일을 사용하여 다국어로 표시할 값을 변환한 후 클라이언트로 전송하며, 다국어 프레임워크를 사용하여 다국어 변환을 요청합니다. 다국어 처리용 Servlet은 websquare/config.xml 파일에서 정의하며, 다국어 처리시 WebSquare XML 페이지를 호출할 Servlet 파일의 지정된 스크립트 Function을 지정합니다.",266
435,"WebSquare에서는 다국어를 지원하기 위해 프로퍼티 파일 대신 DB를 사용할 수 있습니다. 이를 위해 websquare.xml 파일에 LoadI18nMessageImpl 클래스를 등록하고, DB에 테이블을 생성하고 데이터를 등록해야 합니다. 또한, i18NCommon.js 파일을 등록하고, 웹스퀘어 화면 파일에서 다국어로 변환할 부분을 ""!~KEY~!"" 형식으로 지정합니다. 이때, locale 값은 쿠키, 도메인 설정, request parameter 값의 우선순위로 결정되며, 키값에 해당하는 locale 값이 없으면 공백 처리됩니다.",184
